fire Name,NER Name Extracted
Yosemite Valley Prescribed Burn,"('Valley', 'LOCATION'), ('Yosemite National Park Fire Management', 'ORGANIZATION'), ('Yosemite Valley', 'LOCATION'), ('Yosemite Valley Prescribed Burn', 'LOCATION'), ('Yosemite Valley Parkwide', 'ORGANIZATION'), ('Valley Loop', 'LOCATION'), ('Leidig Meadow', 'PERSON'), ('Cathedral Beach', 'LOCATION'), ('Sentinel Beach Picnic Area', 'ORGANIZATION'), ('El Capitan Cross', 'LOCATION')"
Butler Fire,
Corn Canyon Unit 2B Prescribe Fire,
Sycamore Canyon Fire,"('Arizona Department of Forestry', 'ORGANIZATION'), ('Bureau of Land Management', 'ORGANIZATION'), ('Fish & Wildlife Service', 'ORGANIZATION')"
Boggy Creek,"('Boggy Creek', 'LOCATION'), ('Hannigan Meadows', 'LOCATION')"
McDonald Tank Fire,"('Black River', 'LOCATION'), ('Tonto Lake', 'LOCATION'), ('Carlton Guseyen', 'PERSON'), ('White Mountain Zone', 'LOCATION'), ('McDonald Tank', 'ORGANIZATION')"
Wilson Creek Fire,"('BLM', 'ORGANIZATION'), ('Pioche', 'LOCATION'), ('Wilson', 'PERSON'), ('Wilson Creek', 'LOCATION')"
Warren Fire,
Wolf Draw,"('Inciweb', 'LOCATION'), ('SFNF Facebook', 'ORGANIZATION'), ('SFNF', 'ORGANIZATION'), ('New Mexico', 'LOCATION'), ('Environmental Public Health Tracking', 'ORGANIZATION'), ('Rio Arriba County', 'LOCATION'), ('Colorado', 'LOCATION'), ('USDA', 'ORGANIZATION'), ('Arizona', 'LOCATION'), ('Cuba', 'LOCATION'), ('New Mexico Department of Health', 'ORGANIZATION'), ('Regina', 'LOCATION'), ('Santa Fe National Forest', 'ORGANIZATION')"
Ash Mountain Prescribed Burn,"('Ash Mountain Prescribed Burn', 'LOCATION'), ('Sequoia National Park', 'LOCATION'), ('Inciweb', 'LOCATION')"
Harshaw Fire,
Mescal Fire,
Sam Fire,
Hassel Fire,"('Superior National Forest', 'ORGANIZATION'), ('Burntside Lake', 'LOCATION'), ('Hassel', 'PERSON'), ('Hassel Lake', 'LOCATION'), ('Minnesota', 'LOCATION'), ('Crab Lake', 'LOCATION')"
Telegraph Fire,"('Telegraph Fire.Telegraph Fire', 'ORGANIZATION')"
Joseph Canyon Fire,"('Washington Department of Natural Resources', 'ORGANIZATION'), ('Joseph Canyon', 'ORGANIZATION'), ('Oregon Department of Forestry', 'ORGANIZATION'), ('Vale Bureau of Land Management', 'ORGANIZATION'), ('Washington', 'LOCATION'), ('Joseph Canyon Fire', 'ORGANIZATION'), ('Lewiston', 'LOCATION'), ('Wallowa County', 'LOCATION')"
Mammoth Fire,
Slate Fire,"('U.S.', 'LOCATION'), ('Flagstaff', 'LOCATION'), ('Flagstaff Ranger District', 'LOCATION')"
Dry Creek,"('Hells Canyon', 'LOCATION'), ('Joseph', 'PERSON')"
Bennion Creek,"('Manti-La Sal National Forest', 'ORGANIZATION'), ('Bennion Creek Fire', 'ORGANIZATION'), ('Bennion Creek', 'LOCATION'), ('Bureau of Land Management', 'ORGANIZATION'), ('Storymap', 'PERSON')"
Jacks Valley,"('Humboldt-Toiyabe National Forest', 'ORGANIZATION'), ('Carson City', 'LOCATION'), ('Jacks Valley', 'LOCATION'), ('Jacks Valley Road', 'LOCATION'), ('Indian Hills', 'LOCATION')"
Poso Fire,"('Jamie Long', 'PERSON'), ('El Rito Ranger District', 'LOCATION'), ('Carson National Forest', 'ORGANIZATION'), ('Incident Management Team', 'ORGANIZATION'), ('El Rito', 'LOCATION')"
Willow Creek Fire,"('Gallatin', 'LOCATION'), ('Jefferson County', 'LOCATION'), ('Patrick Lonergan', 'PERSON'), ('David Hamilton', 'PERSON'), ('Willow Creek Fire', 'ORGANIZATION'), ('Three Forks', 'LOCATION'), ('Broadwater', 'PERSON'), (""Jefferson County Sheriff 's Office"", 'ORGANIZATION'), ('Dillon Dispatch', 'ORGANIZATION'), ('Milligan Canyon Road', 'LOCATION'), ('DNRC County Assist Team', 'ORGANIZATION'), ('Lewis & Clark Cavern', 'ORGANIZATION')"
Shamrock Fire,"('Kino Springs', 'LOCATION'), ('District', 'LOCATION'), ('Coronado National Forest', 'ORGANIZATION'), ('Nogales', 'LOCATION'), ('Sierra Vista Ranger District', 'LOCATION'), ('Arizona', 'LOCATION'), ('Mike Epperson', 'PERSON')"
Pinnacle Fire,
Sandy Valley Fire ,"('BLM', 'ORGANIZATION'), ('Sandy Valley Fire', 'ORGANIZATION'), ('U.S. Forest Service', 'ORGANIZATION')"
Rincon Fire,"('Inciweb', 'LOCATION'), ('SFNF Facebook', 'ORGANIZATION'), ('New Mexico', 'LOCATION'), ('Environmental Public Health Tracking', 'ORGANIZATION'), ('Carl Schwope', 'PERSON'), ('Santa Fe', 'LOCATION'), ('Pecos Wilderness', 'LOCATION'), ('New Mexico Department of Health', 'ORGANIZATION')"
Robinson Fire,"('Rocky Mountain Area Blue Team', 'ORGANIZATION'), ('Blue Team', 'ORGANIZATION'), ('Buffalo Wyoming', 'LOCATION')"
Pack Creek,"('BAER', 'ORGANIZATION'), ('Rocky Mountain Power', 'ORGANIZATION'), ('Geyser Pass', 'LOCATION'), ('San Juan', 'LOCATION'), ('Monticello Volunteer Fire Department', 'ORGANIZATION'), ('Thompson Springs Volunteer Fire Department', 'ORGANIZATION'), ('La Sal Mountains', 'LOCATION'), ('Grand County', 'LOCATION'), ('Manti-La Sal National Forest', 'ORGANIZATION'), ('Moab Valley Volunteer Fire Department', 'ORGANIZATION'), ('Pack Creek Community', 'ORGANIZATION'), ('Green River Fire Department', 'ORGANIZATION'), ('Oowah Lake', 'LOCATION'), ('Haystack Mountain', 'LOCATION'), ('Blanding Volunteer Fire Department', 'ORGANIZATION'), ('Grand County Water and Sewer', 'ORGANIZATION'), ('San Juan County', 'LOCATION'), ('Incident Management Team', 'ORGANIZATION'), ('Blue Lake', 'LOCATION'), ('BAER', 'PERSON'), ('Kathryn Sebes', 'PERSON'), ('Pack Creek', 'LOCATION'), ('Moab', 'LOCATION'), ('Trans La Sal Trailhead', 'LOCATION'), ('Wildlife Service', 'ORGANIZATION'), ('Carbon', 'LOCATION'), ('Utah', 'LOCATION'), ('Emery', 'LOCATION'), ('La Sal Volunteer Fire Department', 'ORGANIZATION'), ('San Juan County Sheriffs', 'LOCATION')"
Bear,"('Storymap', 'PERSON')"
Flats Fire,"('San Bernardino National Forest', 'LOCATION'), ('CAL FIRERiverside County Fire Department', 'ORGANIZATION'), (""Riverside County Sheriff 's Department"", 'ORGANIZATION'), ('Pinyon', 'LOCATION'), ('Santa Rosa Mountains', 'LOCATION'), ('Alpine Village', 'LOCATION'), ('Pinyon Crest', 'LOCATION')"
Cornville Fire,"('Cornville Fire', 'ORGANIZATION')"
Deep Creek Canyon Fire,"('Vigilante Electric Cooperative', 'ORGANIZATION'), ('Clark National Forest', 'ORGANIZATION'), ('Deep Creek Canyon', 'LOCATION'), ('Broadwater County', 'LOCATION'), (""Sheriff Wynn M. MeehanPer Meagher County Sheriff 's Office FB All"", 'ORGANIZATION'), ('Vigilante Electric', 'ORGANIZATION'), ('Facebook', 'ORGANIZATION'), (""Meagher County Sheriff 's Office FB"", 'ORGANIZATION'), ('Meagher County', 'LOCATION'), ('Northern Rockies Incident Management Team', 'ORGANIZATION'), ('Deep Creek', 'LOCATION'), ('Broadwater Co', 'ORGANIZATION'), ('Grassy Mountain', 'LOCATION'), ('DNRC', 'ORGANIZATION'), ('Creek Canyon', 'LOCATION'), ('White Sulphur Springs', 'LOCATION'), ('Rollie Miller', 'PERSON'), ('USFS', 'ORGANIZATION')"
Robertson Draw,"('Custer Gallatin National Forest', 'ORGANIZATION'), ('Maurice', 'PERSON'), ('Robertson Draw Fire', 'ORGANIZATION')"
Cottonwood Valley Fire,"('BLM', 'ORGANIZATION'), ('Red Rock Canyon National Conservation Area', 'LOCATION'), ('Cottonwood Valley Fire', 'ORGANIZATION')"
Yankee Fire,"('Yankee', 'ORGANIZATION'), ('Highway 178', 'LOCATION'), ('Air Attack', 'ORGANIZATION'), ('Cal Trans , California Highway Patrol', 'ORGANIZATION'), ('Mountain Mesa', 'LOCATION'), ('Kern County Sheriff and Southern California Edison.7', 'ORGANIZATION'), ('Kern County', 'LOCATION'), ('US Forest Service', 'ORGANIZATION'), ('Bureau of Land Management', 'ORGANIZATION'), ('Yankee Canyon', 'LOCATION'), ('Paradise Cove', 'LOCATION'), ('Isabella Lake', 'LOCATION'), ('Air Tankers', 'ORGANIZATION')"
Crooked Creek,"('Mont.', 'LOCATION'), ('Custer Gallatin National', 'ORGANIZATION'), ('Big Ice Cave', 'LOCATION'), ('Crooked Creek', 'LOCATION'), ('BLM', 'ORGANIZATION'), ('Bridger', 'LOCATION'), ('Carbon County', 'LOCATION'), ('Custer Gallatin National Forest', 'ORGANIZATION'), ('Bureau of Land Management', 'ORGANIZATION'), ('North Pryor Mountains', 'LOCATION'), ('Pryor Mountains', 'LOCATION')"
Vosburg Pike,"('Bureau of Land Management', 'ORGANIZATION'), ('Durango', 'LOCATION'), ('Colorado', 'LOCATION'), ('Vosburg Pike Fire', 'ORGANIZATION')"
Heavy Fire,"('Gerald Logue', 'PERSON'), ('District', 'LOCATION'), ('Nogales Ranger District', 'LOCATION'), ('Coronado National Forest', 'ORGANIZATION')"
Backbone Fire,"('Burned Area Emergency Response Team', 'ORGANIZATION')"
Dairy Fire,"('Sacramento National Wildlife Refuge Complex', 'ORGANIZATION'), ('USFS', 'ORGANIZATION'), ('Sacramento River National Wildlife Refuge', 'LOCATION'), ('CalFire', 'ORGANIZATION'), ('Mooney', 'PERSON'), ('Sacramento River', 'LOCATION'), ('U.S. Forest Service', 'ORGANIZATION'), ('La Barranca', 'LOCATION')"
Horton Fire,"('Horton Fire Twitter', 'ORGANIZATION'), ('Horton Fire Facebook', 'ORGANIZATION'), ('Horton', 'PERSON')"
Haystack,"('Alaska Team', 'ORGANIZATION'), ('Fairbanks', 'LOCATION'), ('Fairbanks Area Forestry', 'ORGANIZATION')"
Willow Fire,"('NFS', 'ORGANIZATION'), ('Los Padres National Forest', 'ORGANIZATION')"
Mountain Fire,"('Cow Mountain Road', 'LOCATION'), ('Sequoia National Forest and Giant Sequoia National Monument', 'ORGANIZATION'), ('Springville', 'LOCATION'), ('Western Divide Ranger District', 'LOCATION')"
Hobo Fire,"('Charlie Moore Mountain', 'LOCATION'), ('Clifton Ranger District', 'LOCATION')"
Bear Fire,"('Hannigan Meadow', 'LOCATION')"
Moore Fire,"('Charlie Moore Mountain', 'PERSON'), ('Moore', 'PERSON')"
Mojave,"('Sawtooth Mountain', 'LOCATION'), ('Joshua', 'PERSON'), ('Mojave National Preserve', 'ORGANIZATION'), ('Halloran Summit', 'LOCATION')"
Rock Butte Fires ,"('Paulden', 'LOCATION'), ('AZ', 'LOCATION'), (""Prescott National Forest Facebook Yavapai County Sheriff 's FacebookArizona Ready-Set-GoYavapai County Emergency Notifications"", 'ORGANIZATION'), ('Prescott National Forest', 'ORGANIZATION'), ('Troy Mueller', 'PERSON'), ('Perkinsville', 'LOCATION'), ('Rafael', 'PERSON')"
Trail Canyon,"('Montezuma County', 'LOCATION')"
Wyrick Fire,"('West Chev', 'LOCATION'), ('Heber-Overgaard', 'LOCATION'), ('AZ', 'LOCATION'), ('Mark Bernal', 'PERSON'), ('Black Mesa Ranger District', 'ORGANIZATION'), ('Southwest Incident Management Team', 'ORGANIZATION')"
S-503,"('Oregon Department of Forestry', 'ORGANIZATION')"
Telegraph Post-Fire BAER,"('Long-Term Recovery and Restoration', 'ORGANIZATION'), ('BAER', 'ORGANIZATION'), ('Long-Term Recovery and Restoration o Fire Suppression Repair', 'ORGANIZATION')"
Cutoff Fire,"('BLM', 'ORGANIZATION'), ('Fremont-Winema National Forest', 'ORGANIZATION'), ('ODF Team', 'ORGANIZATION'), ('Bonanza', 'LOCATION'), ('Oregon Department of Forestry Incident Management Team', 'ORGANIZATION')"
Sylvan Fire,
Walnut Fire,"('Arizona Department of Forestry', 'ORGANIZATION'), ('Facebook', 'ORGANIZATION'), ('Little Dragoon Mountain', 'LOCATION'), ('Arizona Department of Transportation', 'ORGANIZATION')"
Inyo Creek Fire,"('BAER', 'ORGANIZATION'), ('National Preparedness Level', 'ORGANIZATION'), ('United States', 'LOCATION'), ('Forest Order', 'ORGANIZATION'), ('Forest Service', 'ORGANIZATION'), ('Bishop Bureau of Land Management', 'ORGANIZATION'), ('California', 'LOCATION'), ('Los Angeles Department of Water and Power', 'ORGANIZATION'), ('National Interagency Fire Center', 'ORGANIZATION'), ('Colleen Pennington', 'PERSON'), ('Inyo Creek Fire', 'LOCATION'), ('Inyo', 'LOCATION'), ('Eastern Sierra Sustainable Recreation Partnership', 'ORGANIZATION'), ('LADWP', 'ORGANIZATION'), ('US Forest Service', 'ORGANIZATION'), ('Inyo Creek', 'LOCATION'), ('Inyo National Forest', 'ORGANIZATION'), ('Inyo County', 'LOCATION'), ('Nevada', 'LOCATION'), ('Meysan Lake Trail', 'LOCATION'), ('Whitney', 'PERSON'), ('John Muir Wilderness Area', 'ORGANIZATION'), ('Sierra Nevada', 'LOCATION'), ('Bishop Field Office', 'ORGANIZATION'), ('BLM', 'ORGANIZATION'), ('Congress', 'ORGANIZATION'), ('Lone Pine Campground', 'LOCATION'), ('Facebook', 'ORGANIZATION'), ('National Recreation Trail', 'ORGANIZATION'), ('Whitney Portal', 'LOCATION'), ('Bureau of Land Management', 'ORGANIZATION'), ('Owens Valley', 'LOCATION'), ('Inyo Creek Fire', 'ORGANIZATION'), ('YouTube', 'ORGANIZATION')"
West Chev,"('Black Mesa Ranger District', 'ORGANIZATION'), ('Forest Lakes', 'LOCATION'), ('West Chev Fire', 'LOCATION'), ('Woods Canyon Lake', 'LOCATION')"
Muddy Slide Fire,
Rafael Fire ,"('Coconino National Forest', 'ORGANIZATION'), ('Dave Bales', 'PERSON'), ('Sycamore Canyon', 'LOCATION'), ('Tule Canyon', 'LOCATION'), ('Prescott National Forest', 'ORGANIZATION'), ('Kaibab National Forest', 'ORGANIZATION'), ('Arizona Central West Zone Type', 'ORGANIZATION'), ('Perkinsville', 'LOCATION'), ('Southwest Area Type', 'ORGANIZATION'), ('Troy Mueller', 'PERSON'), ('Sycamore Canyon Wilderness Area', 'LOCATION')"
Bullard Fire,"('Incident Command Team', 'ORGANIZATION'), ('Redrock Road', 'LOCATION')"
Oil Springs Fire,"('Great Basin Team', 'ORGANIZATION')"
Alamo Fire ,"('Darrel Howell', 'PERSON'), ('Coronado National Forest', 'ORGANIZATION'), ('Nogales', 'LOCATION'), ('Mexico', 'LOCATION'), ('Nogales Ranger District', 'LOCATION')"
Snake Fire,"('West Clear Creek', 'LOCATION')"
Mescal Post-Fire BAER,"('Long-Term Recovery and Restoration', 'ORGANIZATION'), ('BAER', 'ORGANIZATION'), ('Long-Term Recovery and Restoration o Fire Suppression Repair', 'ORGANIZATION')"
West Fire,"('White River Field Offices', 'LOCATION'), ('Rio Blanco County', 'LOCATION'), ('Moffat', 'PERSON'), ('West Fire', 'LOCATION'), ('BLM Colorado Fire Facebook', 'ORGANIZATION')"
Wild Cow Fire,"('Garfield County', 'LOCATION'), ('Upper Colorado River Type', 'ORGANIZATION'), ('Ross Wilmore', 'PERSON'), ('Mack', 'LOCATION'), ('CO', 'LOCATION')"
Modoc Lightning Fires 2021,"('Modoc National Forest', 'LOCATION'), ('Modoc Wildland Firefighters', 'ORGANIZATION'), ('Barnes', 'PERSON'), ('Interagency Dispatchers', 'ORGANIZATION')"
Fritzer Fire,
Klamath NF Lightning June 2021,"('Trinity Alps Wilderness', 'LOCATION'), ('Matthews Creek', 'LOCATION'), ('Boulder', 'LOCATION'), ('Jones Lake', 'LOCATION'), ('Black Bear Creek', 'LOCATION'), ('Klamath National Forest', 'LOCATION'), ('Trinity Alps', 'LOCATION'), ('Telephone Lake', 'LOCATION'), ('Russian Wilderness', 'LOCATION'), ('East Boulder Lake', 'LOCATION'), ('Goosenest Ranger District', 'LOCATION'), ('La Honda', 'ORGANIZATION'), ('French Gulch', 'LOCATION'), ('Trinity Alps Wilderness', 'ORGANIZATION'), ('Russian Lake', 'LOCATION'), ('Long Prairie', 'LOCATION'), ('Blue Ridge', 'LOCATION'), ('Klamath National Forest', 'ORGANIZATION'), ('Goosenest Mountain', 'LOCATION')"
Mile Marker 25  I-15 Fire-Out,
Water Springs Fire,"('Grand Canyon West', 'LOCATION'), ('Meadview', 'LOCATION')"
Lava Fire,
Sky Fire,
Tennant ,"('Klamath National Forest Type', 'ORGANIZATION'), ('Calif', 'LOCATION'), ('YREKA', 'LOCATION'), ('Facebook', 'ORGANIZATION')"
Blue Fire,"('Sierra', 'ORGANIZATION'), ('CAL', 'ORGANIZATION'), ('Sierra NF Facebook', 'ORGANIZATION'), ('USFS', 'ORGANIZATION')"
Bottom Fire,"('Bylas', 'LOCATION'), ('Gila River', 'LOCATION'), ('AZ', 'LOCATION'), ('Ryan Barela', 'PERSON')"
Salt Fire,"('Facebook', 'ORGANIZATION')"
Rock Island Fire,"('Superior National Forest', 'ORGANIZATION'), ('Lake Two', 'LOCATION'), ('Rock Island Lake', 'LOCATION'), ('Kawishiwi Ranger District', 'LOCATION')"
Wrentham Market,"('OSFM', 'ORGANIZATION'), ('Wasco County', 'LOCATION'), ('Columbia Rural Fire Protection District', 'ORGANIZATION'), ('BLM', 'ORGANIZATION'), ('Oregon State Fire Marshal', 'ORGANIZATION'), ('Office Facebook', 'ORGANIZATION'), ('Dufur', 'LOCATION'), ('Bureau of Land Management', 'ORGANIZATION'), ('OSFM Lane County Task Force', 'ORGANIZATION')"
Dotta,"('Beckwourth Complex', 'ORGANIZATION')"
Painted Fire,
Rattlesnake Fire,"('Bureau of Land Management', 'ORGANIZATION')"
King,"('Yosemite National Park', 'LOCATION'), ('Tioga Road', 'LOCATION')"
Harden,"('Yosemite National Park', 'ORGANIZATION'), ('Tioga Road', 'LOCATION'), ('Yosemite National Park Wilderness', 'LOCATION'), ('Kerrick', 'PERSON')"
Tiger Fire,"('Castle Creek Wilderness', 'LOCATION')"
East Fork,"('East Fork Fire', 'LOCATION'), ('Cottonwood Canyon', 'LOCATION'), ('Carson Ranger District', 'PERSON'), ('East Fork of the Carson River', 'LOCATION'), ('Gardnerville', 'LOCATION'), ('Horseshoe Bend', 'LOCATION'), ('Woodfords', 'LOCATION')"
Sunset Valley Fire,"('Wasco County', 'LOCATION'), ('Red Team', 'PERSON'), ('Sunset Valley', 'LOCATION'), ('Ian Yocum', 'PERSON'), ('Columbia Rural Fire District', 'ORGANIZATION'), ('Oregon', 'LOCATION')"
Hall Mountain Fire ,"('Panhandle Helitack', 'PERSON'), ('Large Air Tankers', 'ORGANIZATION'), ('Hall Mountain', 'LOCATION'), ('Boundary County', 'LOCATION')"
Sugar,"('Beckwourth Complex', 'ORGANIZATION')"
Beckwourth  Complex,
Backbone Post-Fire BAER,"('Long-Term Recovery and Restoration', 'ORGANIZATION'), ('BAER', 'ORGANIZATION'), ('BAER', 'PERSON'), ('Long-Term Recovery and Restoration o Fire Suppression Repair', 'ORGANIZATION')"
Batterman RD,"('Douglas County', 'LOCATION'), (""Douglas County Sheriff 's Office"", 'ORGANIZATION'), ('US Forest Service', 'ORGANIZATION'), ('Bureau of Land Management', 'ORGANIZATION'), ('Batterman Road', 'LOCATION'), ('Interagency Incident Management Team', 'ORGANIZATION')"
Lewis Rock,"('Oregon Department of Forestry', 'ORGANIZATION'), ('Mitchell', 'LOCATION'), ('Oregon', 'LOCATION')"
Jack Fire,"('Oregon Department of Forestry', 'ORGANIZATION'), ('State of Oregon Office of the State', 'ORGANIZATION'), ('Willamette National Forest', 'ORGANIZATION'), ('Umpqua Public Use Restriction – Level', 'ORGANIZATION'), ('Northwest Incident Management Team', 'ORGANIZATION'), ('Douglas Forest Protective Association Level IV Industrial Fire Precaution Level', 'ORGANIZATION'), ('Steamboat', 'LOCATION'), ('Jack', 'PERSON'), ('Dry Creek Store', 'ORGANIZATION'), ('Blue Team', 'ORGANIZATION'), ('Rough Patch Complex', 'ORGANIZATION'), ('Umpqua National ForestTemporary Flight Restrictions', 'ORGANIZATION'), ('Douglas Forest Protection Association', 'ORGANIZATION'), ('Umpqua National Forest', 'ORGANIZATION'), ('BLM', 'ORGANIZATION'), ('Umpqua', 'LOCATION'), ('Willamette National Forests', 'ORGANIZATION'), ('Northwest Team', 'ORGANIZATION'), ('Facebook', 'ORGANIZATION'), ('Northern Rockies IMT Team', 'ORGANIZATION'), ('OSFM Blue IMT', 'ORGANIZATION'), ('U.S. Forest Service', 'ORGANIZATION')"
Juniper Fire,"('Crowder', 'PERSON'), ('South Mountain', 'LOCATION'), ('Green Tank', 'ORGANIZATION')"
Andrus,"('Spokane City Fire', 'ORGANIZATION'), ('WA', 'LOCATION'), ('Spokane Valley Fire', 'LOCATION'), ('Northeast Washington Interagency Incident Management Team', 'ORGANIZATION'), ('Department of Natural Resources', 'ORGANIZATION'), ('Lincoln County', 'LOCATION'), ('Cheney', 'LOCATION'), ('Airway Heights Fire', 'ORGANIZATION'), ('Cheney Middle School', 'ORGANIZATION'), ('Spokane County Fire Districts', 'ORGANIZATION')"
Dixie-Jumbo Fires (ID),"('Comstock', 'LOCATION'), ('Jumbo Fire', 'ORGANIZATION'), ('Dixie Fire', 'ORGANIZATION'), ('Elk City', 'LOCATION'), ('Nez Perce-Clearwater', 'LOCATION'), ('Idaho', 'LOCATION'), ('Grangeville', 'LOCATION'), ('Dixie & Jumbo', 'ORGANIZATION')"
Bootleg Fire,"('Klamath County', 'LOCATION'), ('Beatty', 'LOCATION'), ('Oregon Department of Forestry', 'ORGANIZATION'), ('Lake County', 'LOCATION'), ('Walrus Fires', 'ORGANIZATION'), ('Yainax', 'LOCATION'), ('Bootleg Fires', 'ORGANIZATION'), ('Oregon', 'LOCATION')"
Fork,"('Yosemite National Park', 'LOCATION')"
Clark,"('Yosemite National Park', 'LOCATION'), ('Clark', 'PERSON')"
Quartzite,"('Yosemite National Park', 'LOCATION')"
County Line,"('Yosemite National Park', 'LOCATION'), ('Tioga Road', 'LOCATION'), ('California', 'LOCATION'), ('McSwain Summit', 'LOCATION'), ('White Wolf', 'LOCATION'), ('McSwain', 'PERSON')"
Lukens,"('Yosemite National Park', 'LOCATION'), ('Tioga', 'LOCATION'), ('Tioga Road', 'LOCATION'), ('White Wolf Junction', 'LOCATION'), ('Mc Swain Summit', 'LOCATION'), ('Lukens', 'ORGANIZATION')"
Lick Creek Fire,"('WA', 'LOCATION'), ('Asotin', 'LOCATION'), ('Lick Creek', 'LOCATION')"
Dry Gulch Fire ,"('Asotin County', 'LOCATION'), ('US Forest Service', 'ORGANIZATION'), ('Bureau of Land Management', 'ORGANIZATION'), ('Dry Gulch', 'LOCATION'), ('Asotin Creek Road', 'LOCATION'), ('Clarkston', 'LOCATION'), ('Silcott', 'PERSON'), ('Washington State Patrol-Fire', 'LOCATION'), ('Silcott Grade Road', 'LOCATION'), ('WA DNR', 'ORGANIZATION')"
West Zone Superior Fires,"('Superior NF Facebook | Superior NF', 'ORGANIZATION'), ('West Zone', 'LOCATION'), ('Kawishiwi', 'LOCATION'), ('Superior National Forest', 'ORGANIZATION'), ('Superior National Fires Fact Sheet', 'ORGANIZATION')"
Goose Fire,"('Joe Sampson', 'PERSON'), ('Hidden Lake Plateau', 'LOCATION'), ('Northern Rockies Wildland Fire Management Team', 'ORGANIZATION'), ('MT', 'LOCATION'), ('Ennis', 'LOCATION'), ('Incident Management Organization', 'ORGANIZATION'), ('Hidden Lake', 'LOCATION'), ('Cliff Lake', 'LOCATION'), ('Hoodoo Pass', 'LOCATION')"
Burnt Peak Fire,"('Keeler Creek Drainage', 'LOCATION'), ('Kootenai National Forest Facebook', 'ORGANIZATION'), ('Kootenai National Forest', 'ORGANIZATION'), ('USDA Forest Service Three Rivers Ranger District', 'ORGANIZATION'), ('South Yaak', 'LOCATION'), ('Iniciweb', 'LOCATION')"
